title,url,pub_time,source,category,summary
“推广数字人民币返利”？中国人民银行重庆市分行发布防范诈骗风险提示 _,https://finance.eastmoney.com/a/202509033503470643.html,2025-09-03T14:43:00+08:00,eastmoney,要闻,“重庆辟谣”微信公众号9月2日发文称，近期，接到群众反映，有不法分子冒用中国人民银行重庆市分行名义，假借推广数字人民币开展虚假宣传，声称“有偿推广”“高额回报”“分享商家利润”等，欺骗公众，造成不良社会影响。对此，人民银行重庆市分行向社会公众作出如下风险提示：数字人民币是中国人民银行发行的数字形式的法定货币，与实物货币1:1兑换，不具有炒作空间，无任何推广返利活动。中国人民银行重庆市分行从未发布任
【上海一周】何以识“变” _,https://finance.eastmoney.com/a/202509033503460056.html,2025-09-03T14:40:00+08:00,eastmoney,要闻,上周，上海市委书记陈吉宁主持召开上海哲学社会科学专家座谈会，听取专家学者对上海未来经济社会发展的意见建议。 “加快建成具有世界影响力的社会主义现代化国际大都市，未来五年是承前启后、攻坚突破的关键时期。”陈吉宁谈到，谋划上海“十五五”发展，要系统学习贯彻习近平总书记对上海工作的重要讲话和重要指示精神，掌握其中既一以贯之、一脉相承又发展变化、与时俱进的战略部署和战略意图，学深悟透、融会贯通，主动作为、
上海市国资委调研申迪集团改革发展工作 _,https://finance.eastmoney.com/a/202509033503445860.html,2025-09-03T14:32:00+08:00,eastmoney,要闻,9月2日上午，上海市国资委党委书记、主任贺青带队调研申迪集团并主持召开座谈会，听取企业今年以来改革发展情况，了解企业诉求建议。贺青表示，申迪集团认真落实市委市政府部署要求，把准改革方向、直面深层问题、注重真抓实干，各项工作取得积极成效。下一步，要为全市经济稳增长多做贡献。要更加积极融入全市文旅商体展协同发展大局，主动对接各类政策资源，实现经营收入企稳回升。要切实增强专业化运营能力，进一步提升客户体
中铁资本等在温州成立股权投资中心 _,https://finance.eastmoney.com/a/202509033503434772.html,2025-09-03T14:15:00+08:00,eastmoney,要闻,南方财经9月3日电，天眼查工商信息显示，近日，豫诚壹号（温州）股权投资中心（有限合伙）成立，执行事务合伙人为中铁资本有限公司，出资额约12.4亿人民币，经营范围包括创业投资，以私募基金从事股权投资、投资管理、资产管理等活动。合伙人信息显示，该企业由北京资信通机械租赁有限责任公司、中铁资本有限公司共同出资。 （文章来源：南方财经网）
国企混改基金等在北京成立股权投资基金 出资额14.9亿 _,https://finance.eastmoney.com/a/202509033503430343.html,2025-09-03T14:08:00+08:00,eastmoney,要闻,天眼查工商信息显示，璟泉善瑞（北京）股权投资基金合伙企业（有限合伙）近日成立，执行事务合伙人为璟泉善诚管理咨询（北京）有限公司，出资额14.9亿人民币，经营范围为以私募基金从事股权投资、投资管理、资产管理等活动。合伙人信息显示，该基金由中国国有企业混合所有制改革基金有限公司、璟泉善诚管理咨询（北京）有限公司共同出资。 （文章来源：财联社）
中国中煤、国家电投成立两家新能源公司 _,https://finance.eastmoney.com/a/202509033503426593.html,2025-09-03T14:00:00+08:00,eastmoney,要闻,企查查APP显示，近日，中煤（灵川）新能源有限公司、中煤（资源）新能源有限公司成立，注册资本分别为1.4亿元、1.1亿元，经营范围均包含：生物质能技术服务；储能技术服务；新兴能源技术研发；节能管理服务等。企查查股权穿透显示，二者皆由中国中煤能源集团有限公司、国家电力投资集团有限公司间接共同持股。 （文章来源：人民财讯）
“这有点疯狂”！特朗普回应健康状况传闻 _,https://finance.eastmoney.com/a/202509033503431595.html,2025-09-03T13:52:00+08:00,eastmoney,要闻,美国总统特朗普在长达一周没有露面后，于当地时间周二（2日）重返公众视野。当天，特朗普在白宫椭圆形办公室讨论将太空司令部迁至亚拉巴马州的决定时，被问及社交媒体上关于他“去世”的相关消息。 79岁的特朗普当天表示，他听说过关于他生病的猜测，但没有看到“去世”的报道。他随后称这些消息是“假新闻”。“我听说过，这有点疯狂。但上周我举行了好几次新闻发布会。都很成功，进展非常顺利，就像这次一样，但后来我两天没
8月京广深二手房成交数据出炉 _,https://finance.eastmoney.com/a/202509033503420582.html,2025-09-03T13:39:00+08:00,eastmoney,要闻,南方财经9月3日电，据券商中国，最新数据显示，8月，北京在新政刺激下，二手房住宅网签较7月有所增加；深圳二手房单月录得量仍超5000套，已连续6个月超行业“荣枯线”；广州受天气等多方面原因影响，市场交易节奏放缓，二手住宅网签量环比下降。 业内人士认为，未来北京政策仍有进一步优化空间，随着需求逐步释放，二手房市场的房源流通速度也将加快。预计9月深圳或松绑外围限购政策，“金九银十”大概率会实现；广州9
8月京广深二手房成交数据出炉 _,https://finance.eastmoney.com/a/202509033503394438.html,2025-09-03T13:29:00+08:00,eastmoney,要闻,最新数据显示，8月，北京在新政刺激下，二手房住宅网签较7月有所增加；深圳二手房单月录得量仍超5000套，已连续6个月超行业“荣枯线”；广州受天气等多方面原因影响，市场交易节奏放缓，二手住宅网签量环比下降。 业内人士认为，未来北京政策仍有进一步优化空间，随着需求逐步释放，二手房市场的房源流通速度也将加快。预计9月深圳或松绑外围限购政策，“金九银十”大概率会实现；广州9月二手住宅成交量回升的可能性不大
上海有产妇称收到近18万元生育补贴？医保热线回应 _,https://finance.eastmoney.com/a/202509033503395562.html,2025-09-03T13:28:00+08:00,eastmoney,要闻,昨天（9月2日） 一条关于生育补贴的帖子 登上了微博热搜榜高位 发帖网友表示 自己8月10日提交了 上海市生育补贴的申请 8月22日就到账了 金额多达17.8888万元 她感慨“上海这个行政速度是真快啊！” 生孩子政府真的发钱， 早上买纸尿裤的心疼现在荡然无存 图片来源：社交媒体 该话题冲上微博热搜后 网友们纷纷表示羡慕 有网友根据上海生育津贴的计算公式 （上年度单位月平均工资 / 30天 × 产
国内多家品牌足金首饰价格上破1050元/克 _,https://finance.eastmoney.com/a/202509033503388733.html,2025-09-03T13:25:00+08:00,eastmoney,要闻,国际金价近日连连攀升，今日上午，现货黄金盘中一度触及3546.919美元/盎司的历史新高。国内多家黄金珠宝品牌公布的境内足金首饰价格较昨日继续上涨，周大福、六福珠宝、潮宏基等品牌足金首饰价格报1053元/克。 （文章来源：财联社）
8月京广深二手房成交数据来了！ _,https://finance.eastmoney.com/a/202509033503388036.html,2025-09-03T13:17:00+08:00,eastmoney,要闻,一线城市二手房成交备受关注。 最新数据显示，8月，北京在新政刺激下，二手房住宅网签较7月有所增加；深圳二手房单月录得量仍超5000套，已连续6个月超行业“荣枯线”；广州受天气等多方面原因影响，市场交易节奏放缓，二手住宅网签量环比下降。 业内人士认为，未来北京政策仍有进一步优化空间，随着需求逐步释放，二手房市场的房源流通速度也将加快。预计9月深圳或松绑外围限购政策，“金九银十”大概率会实现；广州9月
重大突破：澳门大学首次有项目获青年科学基金项目（A类）资助 _,https://finance.eastmoney.com/a/202509033503369714.html,2025-09-03T13:02:00+08:00,eastmoney,要闻,据澳门大学官网9月2日消息，国家自然科学基金委员会公布2025年集中接收申请项目评审结果，澳门大学共有25个项目获得资助，涵盖重点项目、面上项目、青年科学基金项目（A、B、C类）等多个类别。 澳门大学此次获资助项目包括青年科学基金项目（A类）（原国家杰出青年科学基金项目）1项、青年科学基金项目（B类）（原优秀青年科学基金项目）2项、重点项目1项、面上项目8项以及青年科学基金项目（C类）（原青年科学
AI火了 带动消费电子龙头业绩大增 _,https://finance.eastmoney.com/a/202509033503365672.html,2025-09-03T12:51:00+08:00,eastmoney,要闻,【导读】全球手机销量继续下滑，AI眼镜却销量翻倍，消费电子行业迎来“冰火两重天” 当AI从“概念”走向“必需”，消费电子行业正在经历一场残酷的分化。 手机市场陷入低迷，却挡不住AI眼镜的迅猛崛起。2025年上半年，全球智能眼镜出货量同比翻倍，其中AI眼镜占比已接近八成，成为消费电子的新“顶流”。 AI的渗透正在加速重塑行业格局，从上游材料突破到下游生态扩张，产业链企业纷纷受益，工业富联、立讯精密等
中国中车集团董事长孙永才拜会哈萨克斯坦总统托卡耶夫并应邀参加中哈企业家委员会第八次会议 _,https://finance.eastmoney.com/a/202509033503364437.html,2025-09-03T12:49:00+08:00,eastmoney,要闻,9月2日，中国中车集团董事长孙永才拜会了哈萨克斯坦总统托卡耶夫，并应邀参加中哈企业家委员会第八次会议。在托卡耶夫总统的见证下，中国中车与哈萨克斯坦国家铁路股份公司就未来项目合作签署合作协议。会议期间，孙永才还与哈萨克斯坦萨姆鲁克-卡森纳国家主权基金主席扎库波夫及哈萨克斯坦国家铁路股份公司董事长阿尔德别尔格诺夫举行会谈，就落实两国元首重要共识、深化轨道交通及清洁能源装备等领域务实合作，推动高质量共建
宇树科技IPO定档 概念龙头股创新高！杠杆资金加仓这些潜力股 _,https://finance.eastmoney.com/a/202509033503364395.html,2025-09-03T12:47:00+08:00,eastmoney,要闻,宇树机器人概念利好频出。 今日（9月3日），A股市场主要指数回调，截至上午收盘，上证指数下跌0.96%。板块方面，光刻机、半导体、光芯片等AI硬件方向大幅反弹。 昨日午后飙涨的人形机器人板块今日早盘出现分化，宇树机器人概念上涨，景兴纸业和浙江荣泰等个股涨停。 光模块概念反弹 今年表现最好的光模块概念在短暂调整后，今天上午反弹，源杰科技大涨超9%，昨日跌停的长飞光纤今日早上涨停。有着“易中天”之称的
中国军队“黑科技”重磅曝光！机器狼、无人潜航器、察打一体无人机 _,https://finance.eastmoney.com/a/202509033503360830.html,2025-09-03T12:36:00+08:00,eastmoney,要闻,9月3日，一款叫做“机器狼”的无人作战装备亮相九三阅兵，由四足机器狗加装上武器或侦察设备进化而成。“机器狼”出现在陆上无人作战方队。 央视解说词提到：受阅装备为侦打突击、扫雷排爆、班组支援等无人战车，可远程操控、自主行动、灵活编组，实现陆上有人、无人协同作战新突破。 公开报道显示，“机器狼”的原型是一款由中国兵器装备集团旗下公司研制的四足机器狗，在2024年11月珠海航展上首次对外亮相。公司官网提
实探库布其沙漠里的“光伏长城”——鄂尔多斯新能源发展观察 _,https://finance.eastmoney.com/a/202509033503360078.html,2025-09-03T12:28:00+08:00,eastmoney,要闻,上证报中国证券网讯（林玉莲记者王文嫣）“两年前我第一次来到这里，四周跟无人区一样。黄沙漫天，见不到一丁点绿色。”赵冰清是内蒙古三峡蒙能能源有限公司（以下简称“三峡蒙能公司”）的综合管理部门人员，他指着远处激动地用手比划。 上证报记者林玉莲摄 顺着他手指的方向，记者看到，成片的光伏板排列整齐，在太阳的照射下泛出蓝色光泽。原本寸草不生的沙漠腹地，一改昔日面貌，竟也长出了绿色植被。 这片曾经的不毛之地，
习近平：在纪念中国人民抗日战争暨世界反法西斯战争胜利80周年大会上的讲话 _,https://finance.eastmoney.com/a/202509033503358380.html,2025-09-03T12:24:00+08:00,eastmoney,要闻,新华社北京9月3日电 在纪念中国人民抗日战争暨世界反法西斯战争胜利80周年大会上的讲话 （2025年9月3日，上午） 习近平 全国同胞们， 尊敬的各位国家元首、政府首脑和国际组织代表， 尊敬的各位来宾， 全体受阅将士们， 同志们、朋友们： 今天，我们隆重集会，纪念中国人民抗日战争暨世界反法西斯战争胜利80周年，共同铭记历史、缅怀先烈、珍爱和平、开创未来。 我代表中共中央、全国人大、国务院、全国政协
九三阅兵重磅武器来了！DF61导弹、歼20S震撼亮相 东风5C打击范围覆盖全球 _,https://finance.eastmoney.com/a/202509033503355096.html,2025-09-03T12:01:00+08:00,eastmoney,要闻,9月3日上午，纪念中国人民抗日战争暨世界反法西斯战争胜利80周年大会在北京天安门广场隆重举行，以盛大阅兵仪式，同世界人民一道纪念这个伟大的日子。 这次阅兵，共有45个方（梯）队受阅，首先接受检阅的是13个徒步方队，人民军队全面深化改革后形成新型军兵种结构布局，4个军种、4个兵种方队和武警部队方队，首次擎军兵种军旗和武警部队旗集中亮相。 阅兵分列式开始，中国人民解放军仪仗方队高擎党旗、国旗、军旗，沿
沪指下跌0.96% 半导体产业链表现活跃 军工股回调 _,https://finance.eastmoney.com/a/202509033503347011.html,2025-09-03T11:30:00+08:00,eastmoney,要闻,A股三大指数震荡走低，盘面上，游戏、光刻机、电子化学品、人脑工程、高带宽内存、CRO、CPO概念、贵金属、非金属材料、中芯概念位于涨幅榜前列，航天航空、船舶制造、气溶胶检测、军民融合、大飞机、小金属表现不佳，跌幅居前。 截至午间收盘，沪指下跌0.96%，报3820.98点，深成指下跌0.63%，报12474.44点；创业板指下跌0.11点，报2872.11点；科创50指数下跌2.02%，报1301
核导弹亮相 “东风-5C”打击范围覆盖全球 _,https://finance.eastmoney.com/a/202509033503334918.html,2025-09-03T11:14:00+08:00,eastmoney,要闻,核导弹第一方队：维护国家主权、捍卫民族尊严的战略“王牌” 据新华社报道，国之重器，压舱基石。核导弹第一方队3日上午震撼登场，接受祖国和人民检阅。 受阅的“惊雷-1”空基远程导弹、“巨浪-3”潜射洲际导弹、“东风-61”陆基洲际导弹、“东风-31”新型陆基洲际导弹，首次集中展示我军陆、海、空基“三位一体”战略核力量，是维护国家主权、捍卫民族尊严的战略“王牌”。核导弹第一方队由空军某基地、海军某基地、
利空突袭！美股、美债突传大消息！ _,https://finance.eastmoney.com/a/202509033503118817.html,2025-09-03T09:31:00+08:00,eastmoney,要闻,美债被看空！ 日前，澳大利亚第二大养老基金透露，已减持美国债券，主要是担心华盛顿的政策可能引发通胀。该基金管理着3300亿澳元（2160亿美元）的资产。 当地时间9月2日，美国国债跌势扩大，30年期国债收益率逼近5%。截至记者发稿，美国10年期国债收益率上涨7个基点至4.2984%；30年期国债收益率上涨6.7个基点至4.9883%。 与此同时，对冲基金对美股也保持谨慎。有数据显示，对冲基金并未参
9月3日集合竞价：天普股份9连板 博杰股份3连板 _,https://finance.eastmoney.com/a/202509033503101384.html,2025-09-03T09:26:00+08:00,eastmoney,要闻,9月3日，三大指数集体高开，上证指数高开0.19%，深证成指高开0.37%，创业板指高开0.37%。板块方面，贵金属领涨，西部黄金涨5.39%，有色金属、旅游酒店等开盘涨幅居前。 个股方面，8股竞价涨停，其中天普股份9连板、博杰股份3连板、白银有色3连板、春兴精工2连板、浙江荣泰2连板。 市场焦点股方面，机器人概念股科森科技（13天7板）平开、凯迪股份（10天5板）高开4.51%，低价股兆新股份（
券商投行半年业绩排行出炉 债券业务多点开花 发力图谱展现 _,https://finance.eastmoney.com/a/202509033502955541.html,2025-09-03T08:59:00+08:00,eastmoney,要闻,据上市券商2025年半年度投行业务数据显示，投行业务显现回暖趋势，少数券商靠股权业务实现亮眼增长，债券业务则成为推动行业整体发展主力。 从营收全貌来看，42家券商上半年投行业务手续费净收入合计达155.30 亿元，较去年同期的 131.49亿元同比增长18.11%。收入分布的“马太效应”突出，中信证券、中金公司、国泰海通、华泰证券与中信建投稳居头部阵营前五，且净收入均突破10亿元，占据行业总营收的
“9月魔咒”：从全球债市大跌开始？ _,https://finance.eastmoney.com/a/202509033502905971.html,2025-09-03T08:49:00+08:00,eastmoney,要闻,随着政府债券的抛售潮蔓延至股市，周二欧美市场纷纷遭遇了“股债双杀”…… 截至收盘，标普500指数下跌44.72点，全天收跌0.69%至6415.54点，欧洲斯托克50指数的跌幅则达到了1.42%。不少业内人士表示，此轮欧美股市的下跌是由于美国国债和其他政府债务面临压力，部分原因是投资者担心许多主要经济体的债务不断增加。 道富环球市场股票研究主管Marija Veitmane表示，“如今的避险情绪，
再次硬刚特朗普？美联储库克：现在才因这些事开除我 为时已晚！ _,https://finance.eastmoney.com/a/202509033502887594.html,2025-09-03T08:42:00+08:00,eastmoney,要闻,近段时间以来，美国总统特朗普与美联储之间的矛盾已达到“白热化”的程度。美东时间周二，美联储理事丽莎·库克再次硬刚特朗普称，现在才因其披露的抵押贷款信息而“开除”她已经太晚了。 在提交给美国地方法院的一份文件中，库克表示，在2022年被任命为美联储理事的审批过程中，她在提交给白宫和美国参议院的表格中列出了三处房产的抵押贷款。她强调，任何不一致之处在她获得任命时就已为人所知，不能成为特朗普现在解雇她的
纪念中国人民抗日战争暨世界反法西斯战争胜利80周年大会隆重举行 习近平发表重要讲话并检阅部队 _,https://finance.eastmoney.com/a/202509033502886478.html,2025-09-03T08:37:00+08:00,eastmoney,要闻,9月3日是中国人民抗日战争暨世界反法西斯战争胜利80周年纪念日。上午9时，北京天安门广场举行纪念大会。中共中央总书记、国家主席、中央军委主席习近平发表重要讲话并检阅部队。 纪念中国人民抗日战争暨世界反法西斯战争胜利80周年大会将在北京天安门广场隆重举行。人民英雄纪念碑前，“钢铁长城”主题景观巍然矗立，14座烽燧托举起“1945”“2025”字样，14只“和平鸽”振翅飞翔。 参加纪念中国人民抗日战争
特朗普团队已迫不及待？美财长据称周五开始面试美联储主席人选 _,https://finance.eastmoney.com/a/202509033502887614.html,2025-09-03T08:35:00+08:00,eastmoney,要闻,尽管美联储主席鲍威尔的任期要到2026年5月才结束，但显然，特朗普团队已经对更换美联储主席一事迫不及待了。 据知情人士透露，美国财政部长贝森特（Scott Bessent）计划本周五开始一系列面试，寻找下一任美联储主席人选。知情人士说，面试过程将在下周继续，并补充说，贝森特将亲自或通过视频会议与候选人交谈。 贝森特和他的顾问们表示，目前有11位候选人角逐这一职位。 据信，该名单包括美联储现任理事米
站上3600美元！金价创历史新高之际 央行黄金持有量30年来首超美债 _,https://finance.eastmoney.com/a/202509033502882845.html,2025-09-03T08:24:00+08:00,eastmoney,要闻,受投资者预期美联储本月将降息以及外国央行持续强劲的需求推动，纽约黄金期货价格周二突破3600美元，创历史新高。 黄金现货价格也飙升至每盎司3533美元以上的历史高点。 在金价大涨背后，各国央行对黄金的强劲需求是关键推动力之一。 根据Crescat Capital合伙人兼宏观策略师Tavi Costa汇编并发布在X上的数据，在金价创下新纪录之际，外国央行的黄金持有量自1996年以来首次超过美国国债。
谁是“车企一哥”？比亚迪“老对手”发力 合资车龙头吹响反攻号角 _,https://finance.eastmoney.com/a/202509033502881754.html,2025-09-03T08:14:00+08:00,eastmoney,要闻,【导读】国内头部车企交出上半年“成绩单”，比亚迪、上汽争夺“车企一哥” 9月2日晚间，随着蔚来发布2025年第二季度财报，国内头部车企均交出了2025年上半年的“成绩单”。 探究可见，比亚迪刚夺下的“车企一哥”宝座，正在遭遇原“车企一哥”上汽集团的全力争夺。 2025年上半年，比亚迪的汽车、汽车相关产品及其他产品（以下简称汽车业务）收入，仅比上汽集团的总营业收入多出29.18亿元。 即比亚迪在20
CPO造富盛宴：8家公司股价翻倍 有实控人身家暴增330亿 批量生产千万富翁 _,https://finance.eastmoney.com/a/202509033502880052.html,2025-09-03T08:07:00+08:00,eastmoney,要闻,今年以来，A股算力硬件板块业绩与股价齐飞，光模块CPO赛道上演了一场造富神话。 时代周报记者统计，截至8月末，A股光模块CPO板块年内已诞生了8只翻倍股，分别为光库科技（+100.04%）、源杰科技（+123.07%）、剑桥科技（+131.74%）、中际旭创（+188.51%）、长芯博创（+205.23%）、天孚通信（+205.92%）、新易盛（+333.21%）、仕佳光子（+407.21%）。 
大厂“角逐”芯片！继字节后 昕原半导体获蚂蚁集团入股 _,https://finance.eastmoney.com/a/202509033502873039.html,2025-09-03T07:52:00+08:00,eastmoney,要闻,工商信息显示，芯片新秀企业昕原半导体（上海）有限公司发生工商变更，原股东上海联知创业投资管理中心（有限合伙）退出，新增蚂蚁集团旗下上海云玡企业管理咨询有限公司为股东。 除蚂蚁集团外，Accelerator XIII Ltd.、P7 China Holdings PCC Limited也同时入股昕原半导体，公司注册资本由约4653.7万人民币增至约5029.7万人民币。其中的P7 China Hol
蔚来二季度营收增长9% 李斌：四季度锚定月销5万台目标 _,https://finance.eastmoney.com/a/202509033502819725.html,2025-09-03T07:44:00+08:00,eastmoney,要闻,蔚来依旧在为第四季度盈亏平衡的目标努力着。 9月2日，蔚来汽车（NYSE：NIO；09866.HK）公布2025年第二季度财报。数据显示，蔚来第二季度营收为190.09亿元，环比增长57.9%，同比增长9%；净亏损为49.95亿元，环比收窄26%，同比收窄1%；经调整后（非公认会计原则）净亏损为41.27亿元，环比收窄34.3%，同比收窄9%；公司毛利率为10%，环比提升2.4个百分点，同比提升0
六大黄金珠宝公司上半年总净利52亿元：老凤祥、中国黄金业绩齐跌 老铺黄金狂飙 _,https://finance.eastmoney.com/a/202509033502808052.html,2025-09-03T07:39:00+08:00,eastmoney,要闻,近日，金价重拾升势，周一触及逾四个月高位至3489.78美元/盎司，周二亚市早盘，现货黄金突破3500美元/盎司，刷新历史最高价。 在金价持续攀升的背景下，黄金珠宝品牌业绩呈现明显分化。从主流黄金珠宝品牌上市公司陆续发布的半年报来看，老凤祥（600612.SH）、中国黄金（600916.SH）、老铺黄金（6181.HK）、周大生（002867.SZ）、潮宏基（002345.SZ）、周六福（6168
